image_filename,class_label,score
/home/yli/dataset/masksim_512x512/FlickrFace/00000_crop0.png,FlickrFace,9.389933256898075e-05
/home/yli/dataset/masksim_512x512/FlickrFace/00000_crop1.png,FlickrFace,0.00011322034697514027
/home/yli/dataset/masksim_512x512/FlickrFace/00000_crop2.png,FlickrFace,0.0001178821039502509
/home/yli/dataset/masksim_512x512/FlickrFace/00000_crop3.png,FlickrFace,0.00047629812615923584
/home/yli/dataset/masksim_512x512/FlickrFace/00001_crop0.png,FlickrFace,9.05942142708227e-05
/home/yli/dataset/masksim_512x512/FlickrFace/00001_crop1.png,FlickrFace,5.410810626926832e-05
/home/yli/dataset/masksim_512x512/FlickrFace/00001_crop2.png,FlickrFace,0.00022613792680203915
/home/yli/dataset/masksim_512x512/FlickrFace/00001_crop3.png,FlickrFace,0.00012518855510279536
/home/yli/dataset/masksim_512x512/FlickrFace/00002_crop0.png,FlickrFace,4.5470442273654044e-05
/home/yli/dataset/masksim_512x512/FlickrFace/00002_crop1.png,FlickrFace,4.92851686431095e-05
/home/yli/dataset/masksim_512x512/FlickrFace/00002_crop2.png,FlickrFace,0.0003344095894135535
/home/yli/dataset/masksim_512x512/FlickrFace/00002_crop3.png,FlickrFace,0.0003363083815202117
/home/yli/dataset/masksim_512x512/FlickrFace/00003_crop0.png,FlickrFace,0.00010264918819302693
/home/yli/dataset/masksim_512x512/FlickrFace/00003_crop1.png,FlickrFace,0.0002685109793674201
/home/yli/dataset/masksim_512x512/FlickrFace/00003_crop2.png,FlickrFace,0.00026059310766868293
/home/yli/dataset/masksim_512x512/FlickrFace/00003_crop3.png,FlickrFace,0.0003451302764005959
/home/yli/dataset/masksim_512x512/FlickrFace/00004_crop0.png,FlickrFace,7.639725663466379e-05
/home/yli/dataset/masksim_512x512/FlickrFace/00004_crop1.png,FlickrFace,0.00021578311861958355
/home/yli/dataset/masksim_512x512/FlickrFace/00004_crop2.png,FlickrFace,0.00032785109942778945
/home/yli/dataset/masksim_512x512/FlickrFace/00004_crop3.png,FlickrFace,8.080157567746937e-05
/home/yli/dataset/masksim_512x512/FlickrFace/00005_crop0.png,FlickrFace,0.0004105308325961232
/home/yli/dataset/masksim_512x512/FlickrFace/00005_crop1.png,FlickrFace,0.0002241101610707119
/home/yli/dataset/masksim_512x512/FlickrFace/00005_crop2.png,FlickrFace,0.00016054367006290704
/home/yli/dataset/masksim_512x512/FlickrFace/00005_crop3.png,FlickrFace,0.0005188219365663826
/home/yli/dataset/masksim_512x512/FlickrFace/00006_crop0.png,FlickrFace,0.00014936510706320405
/home/yli/dataset/masksim_512x512/FlickrFace/00006_crop1.png,FlickrFace,0.00011206214549019933
/home/yli/dataset/masksim_512x512/FlickrFace/00006_crop2.png,FlickrFace,0.00027472092187963426
/home/yli/dataset/masksim_512x512/FlickrFace/00006_crop3.png,FlickrFace,0.00027820782270282507
/home/yli/dataset/masksim_512x512/FlickrFace/00007_crop0.png,FlickrFace,0.00013787834905087948
/home/yli/dataset/masksim_512x512/FlickrFace/00007_crop1.png,FlickrFace,0.00013031209527980536
/home/yli/dataset/masksim_512x512/FlickrFace/00007_crop2.png,FlickrFace,0.00043846521293744445
/home/yli/dataset/masksim_512x512/FlickrFace/00007_crop3.png,FlickrFace,0.0002772820880636573
/home/yli/dataset/masksim_512x512/FlickrFace/00008_crop0.png,FlickrFace,9.287346620112658e-05
/home/yli/dataset/masksim_512x512/FlickrFace/00008_crop1.png,FlickrFace,6.352745549520478e-05
/home/yli/dataset/masksim_512x512/FlickrFace/00008_crop2.png,FlickrFace,0.00013196986401453614
/home/yli/dataset/masksim_512x512/FlickrFace/00008_crop3.png,FlickrFace,0.00011543069558683783
/home/yli/dataset/masksim_512x512/FlickrFace/00009_crop0.png,FlickrFace,0.00044232263462617993
/home/yli/dataset/masksim_512x512/FlickrFace/00009_crop1.png,FlickrFace,0.0001745469926390797
/home/yli/dataset/masksim_512x512/FlickrFace/00009_crop2.png,FlickrFace,0.00014707694936078042
/home/yli/dataset/masksim_512x512/FlickrFace/00009_crop3.png,FlickrFace,8.632792014395818e-05
/home/yli/dataset/masksim_512x512/FlickrFace/00010_crop0.png,FlickrFace,2.9089153031236492e-05
/home/yli/dataset/masksim_512x512/FlickrFace/00010_crop1.png,FlickrFace,6.0039346863050014e-05
/home/yli/dataset/masksim_512x512/FlickrFace/00010_crop2.png,FlickrFace,0.00010476163151906803
/home/yli/dataset/masksim_512x512/FlickrFace/00010_crop3.png,FlickrFace,0.00019058860198128968
/home/yli/dataset/masksim_512x512/FlickrFace/00011_crop0.png,FlickrFace,0.00040539485053159297
/home/yli/dataset/masksim_512x512/FlickrFace/00011_crop1.png,FlickrFace,0.000200833281269297
/home/yli/dataset/masksim_512x512/FlickrFace/00011_crop2.png,FlickrFace,0.00016915958258323371
/home/yli/dataset/masksim_512x512/FlickrFace/00011_crop3.png,FlickrFace,0.0002641433966346085
/home/yli/dataset/masksim_512x512/FlickrFace/00012_crop0.png,FlickrFace,0.00010007640958065167
/home/yli/dataset/masksim_512x512/FlickrFace/00012_crop1.png,FlickrFace,7.075475878082216e-05
/home/yli/dataset/masksim_512x512/FlickrFace/00012_crop2.png,FlickrFace,0.00013507439871318638
/home/yli/dataset/masksim_512x512/FlickrFace/00012_crop3.png,FlickrFace,9.883894381346181e-05
/home/yli/dataset/masksim_512x512/FlickrFace/00013_crop0.png,FlickrFace,6.024886170052923e-05
/home/yli/dataset/masksim_512x512/FlickrFace/00013_crop1.png,FlickrFace,8.201201853808016e-05
/home/yli/dataset/masksim_512x512/FlickrFace/00013_crop2.png,FlickrFace,0.00022989216085989028
/home/yli/dataset/masksim_512x512/FlickrFace/00013_crop3.png,FlickrFace,0.00021254860621411353
/home/yli/dataset/masksim_512x512/FlickrFace/00014_crop0.png,FlickrFace,0.00010247011960018426
/home/yli/dataset/masksim_512x512/FlickrFace/00014_crop1.png,FlickrFace,2.9109331080690026e-05
/home/yli/dataset/masksim_512x512/FlickrFace/00014_crop2.png,FlickrFace,0.00032360240584239364
/home/yli/dataset/masksim_512x512/FlickrFace/00014_crop3.png,FlickrFace,0.00015719745715614408
/home/yli/dataset/masksim_512x512/FlickrFace/00015_crop0.png,FlickrFace,6.85527702444233e-05
/home/yli/dataset/masksim_512x512/FlickrFace/00015_crop1.png,FlickrFace,0.0004819066671188921
/home/yli/dataset/masksim_512x512/FlickrFace/00015_crop2.png,FlickrFace,0.00010495150490896776
/home/yli/dataset/masksim_512x512/FlickrFace/00015_crop3.png,FlickrFace,0.0008531232597306371
/home/yli/dataset/masksim_512x512/FlickrFace/00016_crop0.png,FlickrFace,7.137822831282392e-05
/home/yli/dataset/masksim_512x512/FlickrFace/00016_crop1.png,FlickrFace,9.197757754009217e-05
/home/yli/dataset/masksim_512x512/FlickrFace/00016_crop2.png,FlickrFace,0.00012831737694796175
/home/yli/dataset/masksim_512x512/FlickrFace/00016_crop3.png,FlickrFace,0.00010946422116830945
/home/yli/dataset/masksim_512x512/FlickrFace/00017_crop0.png,FlickrFace,0.0002465476281940937
/home/yli/dataset/masksim_512x512/FlickrFace/00017_crop1.png,FlickrFace,0.00034786443575285375
/home/yli/dataset/masksim_512x512/FlickrFace/00017_crop2.png,FlickrFace,0.0003843309241347015
/home/yli/dataset/masksim_512x512/FlickrFace/00017_crop3.png,FlickrFace,0.00042451557237654924
/home/yli/dataset/masksim_512x512/FlickrFace/00018_crop0.png,FlickrFace,5.23894777870737e-05
/home/yli/dataset/masksim_512x512/FlickrFace/00018_crop1.png,FlickrFace,0.00010306053445674479
/home/yli/dataset/masksim_512x512/FlickrFace/00018_crop2.png,FlickrFace,0.0001886279642349109
/home/yli/dataset/masksim_512x512/FlickrFace/00018_crop3.png,FlickrFace,0.0005479188403114676
/home/yli/dataset/masksim_512x512/FlickrFace/00019_crop0.png,FlickrFace,0.00028324019513092935
/home/yli/dataset/masksim_512x512/FlickrFace/00019_crop1.png,FlickrFace,0.00039807759458199143
/home/yli/dataset/masksim_512x512/FlickrFace/00019_crop2.png,FlickrFace,0.0006238819332793355
/home/yli/dataset/masksim_512x512/FlickrFace/00019_crop3.png,FlickrFace,0.00038927863352000713
/home/yli/dataset/masksim_512x512/FlickrFace/00020_crop0.png,FlickrFace,0.0001175916549982503
/home/yli/dataset/masksim_512x512/FlickrFace/00020_crop1.png,FlickrFace,0.00024438119726255536
/home/yli/dataset/masksim_512x512/FlickrFace/00020_crop2.png,FlickrFace,0.0001664847368374467
/home/yli/dataset/masksim_512x512/FlickrFace/00020_crop3.png,FlickrFace,0.0002598213031888008
/home/yli/dataset/masksim_512x512/FlickrFace/00021_crop0.png,FlickrFace,6.915341509738937e-05
/home/yli/dataset/masksim_512x512/FlickrFace/00021_crop1.png,FlickrFace,8.76954582054168e-05
/home/yli/dataset/masksim_512x512/FlickrFace/00021_crop2.png,FlickrFace,0.00010230395855614915
/home/yli/dataset/masksim_512x512/FlickrFace/00021_crop3.png,FlickrFace,0.00019163714023306966
/home/yli/dataset/masksim_512x512/FlickrFace/00022_crop0.png,FlickrFace,9.566417429596186e-05
